EVENT_ID,GRAPH_ID,OUTLET_ID,EVENT_YEAR,EVENT_TYPE,EVENT_GRADE,SPLIT,SPLIT_REASON
B020_F0007,B020,612E1940,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0009,B024,613E1540,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0011,B008,611E1460,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B002_F0005,B002,61106450,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0011,B010,611E2360,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B021_F0009,B021,612E2390,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0010,B024,613E1540,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0008,B020,612E1940,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0009,B025,613E2580,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0010,B022,612E2800,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0008,B005,61113300,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0007,B007,611E0470,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0011,B024,613E1540,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0013,B010,611E2360,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B029_F0003,B029,613H1300,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0010,B020,612E1940,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0014,B003,61109600,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0012,B006,61116100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0015,B003,61109600,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0010,B025,613E2580,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B016_F0008,B016,611G3160,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0007,B028,613G1535,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0013,B032,614E1550,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0015,B031,61402050,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B030_F0005,B030,613H9508,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0014,B010,611E2360,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0016,B003,61109600,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0014,B032,614E1550,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0007,B034,61711890,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0015,B010,611E2360,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0009,B033,61510100,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0011,B025,613E2580,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0009,B005,61113300,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B014_F0003,B014,611E2920,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0012,B025,613E2580,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0011,B020,612E1940,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0010,B005,61113300,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0010,B033,61510100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0013,B006,61116100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0011,B022,612E2800,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0013,B019,612E1060,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0012,B020,612E1940,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0015,B032,614E1550,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0005,B013,611E2820,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0014,B006,61116100,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0011,B033,61510100,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0012,B033,61510100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0012,B022,612E2800,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B014_F0004,B014,611E2920,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0015,B006,61116100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B017_F0008,B017,611H1650,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B004_F0006,B004,61110900,2022,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0013,B033,61510100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0017,B003,61109600,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0014,B033,61510100,2022,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0018,B003,61109600,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0016,B006,61116100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B017_F0009,B017,611H1650,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0012,B024,613E1540,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0016,B031,61402050,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0016,B032,614E1550,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0018,B031,61402050,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0017,B032,614E1550,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B014_F0005,B014,611E2920,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B026_F0001,B026,613E2680,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B001_F0004,B001,61105000,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0013,B025,613E2580,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0008,B034,61711890,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B026_F0002,B026,613E2680,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0015,B033,61510100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0015,B025,613E2580,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0013,B020,612E1940,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0016,B033,61510100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0014,B019,612E1060,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0013,B022,612E2800,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0008,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0006,B013,611E2820,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B018_F0005,B018,611H2032,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0014,B020,612E1940,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0007,B013,611E2820,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B011_F0006,B011,611E2536,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B023_F0006,B023,613E1450,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0010,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0008,B028,613G1535,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0019,B003,61109600,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0018,B032,614E1550,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0013,B024,613E1540,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0016,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0015,B020,612E1940,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0017,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0011,B005,61113300,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B011_F0007,B011,611E2536,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0017,B033,61510100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0008,B013,611E2820,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0012,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0018,B033,61510100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0014,B022,612E2800,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B018_F0006,B018,611H2032,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0015,B019,612E1060,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0011,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0018,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0013,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0012,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0014,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0017,B006,61116100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0009,B013,611E2820,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0013,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B017_F0010,B017,611H1650,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0009,B028,613G1535,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0009,B034,61711890,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0019,B033,61510100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0015,B022,612E2800,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0019,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B013_F0010,B013,611E2820,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0014,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B035_F0002,B035,810G0060,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0019,B031,61402050,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0012,B005,61113300,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0020,B003,61109600,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0014,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0020,B031,61402050,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0019,B032,614E1550,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0013,B005,61113300,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B016_F0009,B016,611G3160,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B001_F0005,B001,61105000,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B004_F0007,B004,61110900,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0015,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0015,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0020,B032,614E1550,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B017_F0011,B017,611H1650,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0021,B032,614E1550,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0015,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0016,B025,613E2580,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0020,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0016,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0014,B005,61113300,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0016,B019,612E1060,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0020,B033,61510100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0017,B025,613E2580,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0021,B033,61510100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B023_F0007,B023,613E1450,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0010,B028,613G1535,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0022,B032,614E1550,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0017,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B020_F0016,B020,612E1940,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0022,B033,61510100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0010,B034,61711890,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0017,B019,612E1060,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0021,B010,611E2360,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0016,B022,612E2800,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0001,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B005_F0015,B005,61113300,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0023,B033,61510100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B029_F0004,B029,613H1300,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0017,B022,612E2800,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0018,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0016,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0017,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0019,B006,61116100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0002,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B016_F0010,B016,611G3160,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0011,B034,61711890,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0017,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0021,B003,61109600,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B031_F0021,B031,61402050,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0022,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B024_F0019,B024,613E1540,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B026_F0003,B026,613E2680,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0020,B006,61116100,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0003,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0023,B032,614E1550,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0018,B022,612E2800,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0004,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B029_F0005,B029,613H1300,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0005,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0019,B022,612E2800,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0018,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B003_F0022,B003,61109600,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0019,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B004_F0008,B004,61110900,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0012,B034,61711890,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B004_F0009,B004,61110900,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0018,B019,612E1060,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0018,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B008_F0020,B008,611E1460,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0019,B019,612E1060,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0011,B028,613G1535,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B034_F0013,B034,61711890,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B019_F0020,B019,612E1060,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B022_F0020,B022,612E2800,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B017_F0012,B017,611H1650,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0019,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B015_F0006,B015,611E2950,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B010_F0023,B010,611E2360,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B011_F0008,B011,611E2536,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0020,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B004_F0010,B004,61110900,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0021,B007,611E0470,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B033_F0024,B033,61510100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B006_F0021,B006,61116100,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B007_F0022,B007,611E0470,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B016_F0011,B016,611G3160,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B032_F0024,B032,614E1550,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B025_F0018,B025,613E2580,2023,HYDRO_FLOOD,B,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
B028_F0012,B028,613G1535,2023,HYDRO_FLOOD,A,TRAIN,GLOBAL_CHRONOLOGICAL_EVENT_SPLIT
