SAMPLE_ID,EVENT_ID,GRAPH_ID,OUTLET_ID,INPUT_START,FORECAST_TIME,TARGET_START,TARGET_END,HISTORY_HOURS,FORECAST_HOURS,TARGET_VARIABLE,TARGET_COVERAGE,SPLIT
S000011046,B025_F0010,B025,613E2580,2022-06-17 06:00:00,2022-06-18 05:00:00,2022-06-18 06:00:00,2022-06-18 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011047,B025_F0010,B025,613E2580,2022-06-17 07:00:00,2022-06-18 06:00:00,2022-06-18 07:00:00,2022-06-18 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011048,B025_F0010,B025,613E2580,2022-06-17 08:00:00,2022-06-18 07:00:00,2022-06-18 08:00:00,2022-06-18 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011049,B025_F0010,B025,613E2580,2022-06-17 09:00:00,2022-06-18 08:00:00,2022-06-18 09:00:00,2022-06-18 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011050,B025_F0010,B025,613E2580,2022-06-17 10:00:00,2022-06-18 09:00:00,2022-06-18 10:00:00,2022-06-18 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011051,B025_F0010,B025,613E2580,2022-06-17 11:00:00,2022-06-18 10:00:00,2022-06-18 11:00:00,2022-06-18 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011052,B025_F0010,B025,613E2580,2022-06-17 12:00:00,2022-06-18 11:00:00,2022-06-18 12:00:00,2022-06-18 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011053,B025_F0010,B025,613E2580,2022-06-17 13:00:00,2022-06-18 12:00:00,2022-06-18 13:00:00,2022-06-18 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011054,B025_F0010,B025,613E2580,2022-06-17 14:00:00,2022-06-18 13:00:00,2022-06-18 14:00:00,2022-06-18 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011055,B025_F0010,B025,613E2580,2022-06-17 15:00:00,2022-06-18 14:00:00,2022-06-18 15:00:00,2022-06-18 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011056,B025_F0010,B025,613E2580,2022-06-17 16:00:00,2022-06-18 15:00:00,2022-06-18 16:00:00,2022-06-18 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011057,B025_F0010,B025,613E2580,2022-06-17 17:00:00,2022-06-18 16:00:00,2022-06-18 17:00:00,2022-06-18 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011058,B025_F0010,B025,613E2580,2022-06-17 18:00:00,2022-06-18 17:00:00,2022-06-18 18:00:00,2022-06-18 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011059,B025_F0010,B025,613E2580,2022-06-17 19:00:00,2022-06-18 18:00:00,2022-06-18 19:00:00,2022-06-19 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011060,B025_F0010,B025,613E2580,2022-06-17 20:00:00,2022-06-18 19:00:00,2022-06-18 20:00:00,2022-06-19 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011061,B025_F0010,B025,613E2580,2022-06-17 21:00:00,2022-06-18 20:00:00,2022-06-18 21:00:00,2022-06-19 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011062,B025_F0010,B025,613E2580,2022-06-17 22:00:00,2022-06-18 21:00:00,2022-06-18 22:00:00,2022-06-19 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011063,B025_F0010,B025,613E2580,2022-06-17 23:00:00,2022-06-18 22:00:00,2022-06-18 23:00:00,2022-06-19 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011064,B025_F0010,B025,613E2580,2022-06-18 00:00:00,2022-06-18 23:00:00,2022-06-19 00:00:00,2022-06-19 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011065,B025_F0010,B025,613E2580,2022-06-18 01:00:00,2022-06-19 00:00:00,2022-06-19 01:00:00,2022-06-19 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011066,B025_F0010,B025,613E2580,2022-06-18 02:00:00,2022-06-19 01:00:00,2022-06-19 02:00:00,2022-06-19 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011067,B025_F0010,B025,613E2580,2022-06-18 03:00:00,2022-06-19 02:00:00,2022-06-19 03:00:00,2022-06-19 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011068,B025_F0010,B025,613E2580,2022-06-18 04:00:00,2022-06-19 03:00:00,2022-06-19 04:00:00,2022-06-19 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011069,B025_F0010,B025,613E2580,2022-06-18 05:00:00,2022-06-19 04:00:00,2022-06-19 05:00:00,2022-06-19 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011070,B025_F0010,B025,613E2580,2022-06-18 06:00:00,2022-06-19 05:00:00,2022-06-19 06:00:00,2022-06-19 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011071,B025_F0010,B025,613E2580,2022-06-18 07:00:00,2022-06-19 06:00:00,2022-06-19 07:00:00,2022-06-19 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011072,B025_F0010,B025,613E2580,2022-06-18 08:00:00,2022-06-19 07:00:00,2022-06-19 08:00:00,2022-06-19 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011073,B025_F0010,B025,613E2580,2022-06-18 09:00:00,2022-06-19 08:00:00,2022-06-19 09:00:00,2022-06-19 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011074,B025_F0010,B025,613E2580,2022-06-18 10:00:00,2022-06-19 09:00:00,2022-06-19 10:00:00,2022-06-19 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011075,B025_F0010,B025,613E2580,2022-06-18 11:00:00,2022-06-19 10:00:00,2022-06-19 11:00:00,2022-06-19 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011076,B025_F0010,B025,613E2580,2022-06-18 12:00:00,2022-06-19 11:00:00,2022-06-19 12:00:00,2022-06-19 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011077,B025_F0010,B025,613E2580,2022-06-18 13:00:00,2022-06-19 12:00:00,2022-06-19 13:00:00,2022-06-19 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011078,B025_F0010,B025,613E2580,2022-06-18 14:00:00,2022-06-19 13:00:00,2022-06-19 14:00:00,2022-06-19 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011079,B025_F0010,B025,613E2580,2022-06-18 15:00:00,2022-06-19 14:00:00,2022-06-19 15:00:00,2022-06-19 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011080,B025_F0010,B025,613E2580,2022-06-18 16:00:00,2022-06-19 15:00:00,2022-06-19 16:00:00,2022-06-19 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011081,B025_F0010,B025,613E2580,2022-06-18 17:00:00,2022-06-19 16:00:00,2022-06-19 17:00:00,2022-06-19 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011082,B025_F0010,B025,613E2580,2022-06-18 18:00:00,2022-06-19 17:00:00,2022-06-19 18:00:00,2022-06-19 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011083,B025_F0010,B025,613E2580,2022-06-18 19:00:00,2022-06-19 18:00:00,2022-06-19 19:00:00,2022-06-20 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011084,B025_F0010,B025,613E2580,2022-06-18 20:00:00,2022-06-19 19:00:00,2022-06-19 20:00:00,2022-06-20 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011085,B025_F0010,B025,613E2580,2022-06-18 21:00:00,2022-06-19 20:00:00,2022-06-19 21:00:00,2022-06-20 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011086,B025_F0010,B025,613E2580,2022-06-18 22:00:00,2022-06-19 21:00:00,2022-06-19 22:00:00,2022-06-20 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011087,B025_F0010,B025,613E2580,2022-06-18 23:00:00,2022-06-19 22:00:00,2022-06-19 23:00:00,2022-06-20 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011088,B025_F0010,B025,613E2580,2022-06-19 00:00:00,2022-06-19 23:00:00,2022-06-20 00:00:00,2022-06-20 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011089,B025_F0010,B025,613E2580,2022-06-19 01:00:00,2022-06-20 00:00:00,2022-06-20 01:00:00,2022-06-20 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011090,B025_F0010,B025,613E2580,2022-06-19 02:00:00,2022-06-20 01:00:00,2022-06-20 02:00:00,2022-06-20 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011091,B025_F0010,B025,613E2580,2022-06-19 03:00:00,2022-06-20 02:00:00,2022-06-20 03:00:00,2022-06-20 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011092,B025_F0010,B025,613E2580,2022-06-19 04:00:00,2022-06-20 03:00:00,2022-06-20 04:00:00,2022-06-20 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011093,B025_F0010,B025,613E2580,2022-06-19 05:00:00,2022-06-20 04:00:00,2022-06-20 05:00:00,2022-06-20 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011094,B025_F0010,B025,613E2580,2022-06-19 06:00:00,2022-06-20 05:00:00,2022-06-20 06:00:00,2022-06-20 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011095,B025_F0010,B025,613E2580,2022-06-19 07:00:00,2022-06-20 06:00:00,2022-06-20 07:00:00,2022-06-20 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011096,B025_F0010,B025,613E2580,2022-06-19 08:00:00,2022-06-20 07:00:00,2022-06-20 08:00:00,2022-06-20 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011097,B025_F0010,B025,613E2580,2022-06-19 09:00:00,2022-06-20 08:00:00,2022-06-20 09:00:00,2022-06-20 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011098,B016_F0008,B016,611G3160,2022-06-17 01:00:00,2022-06-18 00:00:00,2022-06-18 01:00:00,2022-06-18 06:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011099,B016_F0008,B016,611G3160,2022-06-17 02:00:00,2022-06-18 01:00:00,2022-06-18 02:00:00,2022-06-18 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011100,B016_F0008,B016,611G3160,2022-06-17 03:00:00,2022-06-18 02:00:00,2022-06-18 03:00:00,2022-06-18 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011101,B016_F0008,B016,611G3160,2022-06-17 04:00:00,2022-06-18 03:00:00,2022-06-18 04:00:00,2022-06-18 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011102,B016_F0008,B016,611G3160,2022-06-17 05:00:00,2022-06-18 04:00:00,2022-06-18 05:00:00,2022-06-18 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011103,B016_F0008,B016,611G3160,2022-06-17 06:00:00,2022-06-18 05:00:00,2022-06-18 06:00:00,2022-06-18 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011104,B016_F0008,B016,611G3160,2022-06-17 07:00:00,2022-06-18 06:00:00,2022-06-18 07:00:00,2022-06-18 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011105,B016_F0008,B016,611G3160,2022-06-17 08:00:00,2022-06-18 07:00:00,2022-06-18 08:00:00,2022-06-18 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011106,B016_F0008,B016,611G3160,2022-06-17 09:00:00,2022-06-18 08:00:00,2022-06-18 09:00:00,2022-06-18 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011107,B016_F0008,B016,611G3160,2022-06-17 10:00:00,2022-06-18 09:00:00,2022-06-18 10:00:00,2022-06-18 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011108,B016_F0008,B016,611G3160,2022-06-17 11:00:00,2022-06-18 10:00:00,2022-06-18 11:00:00,2022-06-18 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011109,B016_F0008,B016,611G3160,2022-06-17 12:00:00,2022-06-18 11:00:00,2022-06-18 12:00:00,2022-06-18 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011110,B016_F0008,B016,611G3160,2022-06-17 13:00:00,2022-06-18 12:00:00,2022-06-18 13:00:00,2022-06-18 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011111,B016_F0008,B016,611G3160,2022-06-17 14:00:00,2022-06-18 13:00:00,2022-06-18 14:00:00,2022-06-18 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011112,B016_F0008,B016,611G3160,2022-06-17 15:00:00,2022-06-18 14:00:00,2022-06-18 15:00:00,2022-06-18 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011113,B016_F0008,B016,611G3160,2022-06-17 16:00:00,2022-06-18 15:00:00,2022-06-18 16:00:00,2022-06-18 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011114,B016_F0008,B016,611G3160,2022-06-17 17:00:00,2022-06-18 16:00:00,2022-06-18 17:00:00,2022-06-18 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011115,B016_F0008,B016,611G3160,2022-06-17 18:00:00,2022-06-18 17:00:00,2022-06-18 18:00:00,2022-06-18 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011116,B016_F0008,B016,611G3160,2022-06-17 19:00:00,2022-06-18 18:00:00,2022-06-18 19:00:00,2022-06-19 00:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011117,B016_F0008,B016,611G3160,2022-06-17 20:00:00,2022-06-18 19:00:00,2022-06-18 20:00:00,2022-06-19 01:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011118,B016_F0008,B016,611G3160,2022-06-17 21:00:00,2022-06-18 20:00:00,2022-06-18 21:00:00,2022-06-19 02:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011119,B016_F0008,B016,611G3160,2022-06-17 22:00:00,2022-06-18 21:00:00,2022-06-18 22:00:00,2022-06-19 03:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011120,B016_F0008,B016,611G3160,2022-06-17 23:00:00,2022-06-18 22:00:00,2022-06-18 23:00:00,2022-06-19 04:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011121,B016_F0008,B016,611G3160,2022-06-18 00:00:00,2022-06-18 23:00:00,2022-06-19 00:00:00,2022-06-19 05:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011122,B016_F0008,B016,611G3160,2022-06-18 01:00:00,2022-06-19 00:00:00,2022-06-19 01:00:00,2022-06-19 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011123,B016_F0008,B016,611G3160,2022-06-18 02:00:00,2022-06-19 01:00:00,2022-06-19 02:00:00,2022-06-19 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011124,B016_F0008,B016,611G3160,2022-06-18 03:00:00,2022-06-19 02:00:00,2022-06-19 03:00:00,2022-06-19 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011125,B016_F0008,B016,611G3160,2022-06-18 04:00:00,2022-06-19 03:00:00,2022-06-19 04:00:00,2022-06-19 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011126,B016_F0008,B016,611G3160,2022-06-18 05:00:00,2022-06-19 04:00:00,2022-06-19 05:00:00,2022-06-19 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011127,B016_F0008,B016,611G3160,2022-06-18 06:00:00,2022-06-19 05:00:00,2022-06-19 06:00:00,2022-06-19 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011128,B016_F0008,B016,611G3160,2022-06-18 07:00:00,2022-06-19 06:00:00,2022-06-19 07:00:00,2022-06-19 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011129,B016_F0008,B016,611G3160,2022-06-18 08:00:00,2022-06-19 07:00:00,2022-06-19 08:00:00,2022-06-19 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011130,B016_F0008,B016,611G3160,2022-06-18 09:00:00,2022-06-19 08:00:00,2022-06-19 09:00:00,2022-06-19 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011131,B016_F0008,B016,611G3160,2022-06-18 10:00:00,2022-06-19 09:00:00,2022-06-19 10:00:00,2022-06-19 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011132,B016_F0008,B016,611G3160,2022-06-18 11:00:00,2022-06-19 10:00:00,2022-06-19 11:00:00,2022-06-19 16:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011133,B016_F0008,B016,611G3160,2022-06-18 12:00:00,2022-06-19 11:00:00,2022-06-19 12:00:00,2022-06-19 17:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011134,B016_F0008,B016,611G3160,2022-06-18 13:00:00,2022-06-19 12:00:00,2022-06-19 13:00:00,2022-06-19 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011135,B016_F0008,B016,611G3160,2022-06-18 14:00:00,2022-06-19 13:00:00,2022-06-19 14:00:00,2022-06-19 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011136,B016_F0008,B016,611G3160,2022-06-18 15:00:00,2022-06-19 14:00:00,2022-06-19 15:00:00,2022-06-19 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011137,B016_F0008,B016,611G3160,2022-06-18 16:00:00,2022-06-19 15:00:00,2022-06-19 16:00:00,2022-06-19 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011138,B016_F0008,B016,611G3160,2022-06-18 17:00:00,2022-06-19 16:00:00,2022-06-19 17:00:00,2022-06-19 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011139,B016_F0008,B016,611G3160,2022-06-18 18:00:00,2022-06-19 17:00:00,2022-06-19 18:00:00,2022-06-19 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011140,B016_F0008,B016,611G3160,2022-06-18 19:00:00,2022-06-19 18:00:00,2022-06-19 19:00:00,2022-06-20 00:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011141,B016_F0008,B016,611G3160,2022-06-19 01:00:00,2022-06-20 00:00:00,2022-06-20 01:00:00,2022-06-20 06:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011142,B016_F0008,B016,611G3160,2022-06-19 02:00:00,2022-06-20 01:00:00,2022-06-20 02:00:00,2022-06-20 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011143,B016_F0008,B016,611G3160,2022-06-19 03:00:00,2022-06-20 02:00:00,2022-06-20 03:00:00,2022-06-20 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011144,B016_F0008,B016,611G3160,2022-06-19 04:00:00,2022-06-20 03:00:00,2022-06-20 04:00:00,2022-06-20 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011145,B016_F0008,B016,611G3160,2022-06-19 05:00:00,2022-06-20 04:00:00,2022-06-20 05:00:00,2022-06-20 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011146,B028_F0007,B028,613G1535,2022-06-18 04:00:00,2022-06-19 03:00:00,2022-06-19 04:00:00,2022-06-19 09:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011147,B028_F0007,B028,613G1535,2022-06-18 05:00:00,2022-06-19 04:00:00,2022-06-19 05:00:00,2022-06-19 10:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011148,B028_F0007,B028,613G1535,2022-06-18 06:00:00,2022-06-19 05:00:00,2022-06-19 06:00:00,2022-06-19 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011149,B028_F0007,B028,613G1535,2022-06-18 07:00:00,2022-06-19 06:00:00,2022-06-19 07:00:00,2022-06-19 12:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011150,B028_F0007,B028,613G1535,2022-06-18 08:00:00,2022-06-19 07:00:00,2022-06-19 08:00:00,2022-06-19 13:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011151,B028_F0007,B028,613G1535,2022-06-18 09:00:00,2022-06-19 08:00:00,2022-06-19 09:00:00,2022-06-19 14:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011152,B028_F0007,B028,613G1535,2022-06-18 10:00:00,2022-06-19 09:00:00,2022-06-19 10:00:00,2022-06-19 15:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011153,B028_F0007,B028,613G1535,2022-06-18 11:00:00,2022-06-19 10:00:00,2022-06-19 11:00:00,2022-06-19 16:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011154,B028_F0007,B028,613G1535,2022-06-18 12:00:00,2022-06-19 11:00:00,2022-06-19 12:00:00,2022-06-19 17:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011155,B028_F0007,B028,613G1535,2022-06-18 13:00:00,2022-06-19 12:00:00,2022-06-19 13:00:00,2022-06-19 18:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011156,B028_F0007,B028,613G1535,2022-06-18 14:00:00,2022-06-19 13:00:00,2022-06-19 14:00:00,2022-06-19 19:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011157,B028_F0007,B028,613G1535,2022-06-18 15:00:00,2022-06-19 14:00:00,2022-06-19 15:00:00,2022-06-19 20:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011158,B028_F0007,B028,613G1535,2022-06-18 16:00:00,2022-06-19 15:00:00,2022-06-19 16:00:00,2022-06-19 21:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011159,B028_F0007,B028,613G1535,2022-06-18 17:00:00,2022-06-19 16:00:00,2022-06-19 17:00:00,2022-06-19 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011160,B028_F0007,B028,613G1535,2022-06-18 18:00:00,2022-06-19 17:00:00,2022-06-19 18:00:00,2022-06-19 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011161,B028_F0007,B028,613G1535,2022-06-18 19:00:00,2022-06-19 18:00:00,2022-06-19 19:00:00,2022-06-20 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011162,B028_F0007,B028,613G1535,2022-06-18 20:00:00,2022-06-19 19:00:00,2022-06-19 20:00:00,2022-06-20 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011163,B028_F0007,B028,613G1535,2022-06-18 21:00:00,2022-06-19 20:00:00,2022-06-19 21:00:00,2022-06-20 02:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011164,B028_F0007,B028,613G1535,2022-06-18 22:00:00,2022-06-19 21:00:00,2022-06-19 22:00:00,2022-06-20 03:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011165,B028_F0007,B028,613G1535,2022-06-18 23:00:00,2022-06-19 22:00:00,2022-06-19 23:00:00,2022-06-20 04:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011166,B028_F0007,B028,613G1535,2022-06-19 00:00:00,2022-06-19 23:00:00,2022-06-20 00:00:00,2022-06-20 05:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011167,B028_F0007,B028,613G1535,2022-06-19 01:00:00,2022-06-20 00:00:00,2022-06-20 01:00:00,2022-06-20 06:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011168,B028_F0007,B028,613G1535,2022-06-19 02:00:00,2022-06-20 01:00:00,2022-06-20 02:00:00,2022-06-20 07:00:00,24,6,WATER_LEVEL,0.8333333333,TRAIN
S000011169,B028_F0007,B028,613G1535,2022-06-19 03:00:00,2022-06-20 02:00:00,2022-06-20 03:00:00,2022-06-20 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011170,B028_F0007,B028,613G1535,2022-06-19 04:00:00,2022-06-20 03:00:00,2022-06-20 04:00:00,2022-06-20 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011171,B028_F0007,B028,613G1535,2022-06-19 05:00:00,2022-06-20 04:00:00,2022-06-20 05:00:00,2022-06-20 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011172,B028_F0007,B028,613G1535,2022-06-19 06:00:00,2022-06-20 05:00:00,2022-06-20 06:00:00,2022-06-20 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011173,B032_F0013,B032,614E1550,2022-06-16 17:00:00,2022-06-17 16:00:00,2022-06-17 17:00:00,2022-06-17 22:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011174,B032_F0013,B032,614E1550,2022-06-16 18:00:00,2022-06-17 17:00:00,2022-06-17 18:00:00,2022-06-17 23:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011175,B032_F0013,B032,614E1550,2022-06-16 19:00:00,2022-06-17 18:00:00,2022-06-17 19:00:00,2022-06-18 00:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011176,B032_F0013,B032,614E1550,2022-06-16 20:00:00,2022-06-17 19:00:00,2022-06-17 20:00:00,2022-06-18 01:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011177,B032_F0013,B032,614E1550,2022-06-16 21:00:00,2022-06-17 20:00:00,2022-06-17 21:00:00,2022-06-18 02:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011178,B032_F0013,B032,614E1550,2022-06-16 22:00:00,2022-06-17 21:00:00,2022-06-17 22:00:00,2022-06-18 03:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011179,B032_F0013,B032,614E1550,2022-06-16 23:00:00,2022-06-17 22:00:00,2022-06-17 23:00:00,2022-06-18 04:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011180,B032_F0013,B032,614E1550,2022-06-17 00:00:00,2022-06-17 23:00:00,2022-06-18 00:00:00,2022-06-18 05:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011181,B032_F0013,B032,614E1550,2022-06-17 01:00:00,2022-06-18 00:00:00,2022-06-18 01:00:00,2022-06-18 06:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011182,B032_F0013,B032,614E1550,2022-06-17 02:00:00,2022-06-18 01:00:00,2022-06-18 02:00:00,2022-06-18 07:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011183,B032_F0013,B032,614E1550,2022-06-17 03:00:00,2022-06-18 02:00:00,2022-06-18 03:00:00,2022-06-18 08:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011184,B032_F0013,B032,614E1550,2022-06-17 04:00:00,2022-06-18 03:00:00,2022-06-18 04:00:00,2022-06-18 09:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011185,B032_F0013,B032,614E1550,2022-06-17 05:00:00,2022-06-18 04:00:00,2022-06-18 05:00:00,2022-06-18 10:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011186,B032_F0013,B032,614E1550,2022-06-17 06:00:00,2022-06-18 05:00:00,2022-06-18 06:00:00,2022-06-18 11:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011187,B032_F0013,B032,614E1550,2022-06-17 07:00:00,2022-06-18 06:00:00,2022-06-18 07:00:00,2022-06-18 12:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011188,B032_F0013,B032,614E1550,2022-06-17 08:00:00,2022-06-18 07:00:00,2022-06-18 08:00:00,2022-06-18 13:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011189,B032_F0013,B032,614E1550,2022-06-17 09:00:00,2022-06-18 08:00:00,2022-06-18 09:00:00,2022-06-18 14:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011190,B032_F0013,B032,614E1550,2022-06-17 10:00:00,2022-06-18 09:00:00,2022-06-18 10:00:00,2022-06-18 15:00:00,24,6,WATER_LEVEL,1,TRAIN
S000011191,B032_F0013,B032,614E1550,2022-06-17 11:00:00,2022-06-18 10:00:00,2022-06-18 11:00:00,2022-06-18 16:00:00,24,6,WATER_LEVEL,1,TRAIN
