GRAPH_ID,NODE_ID,NODE_INDEX,OUTLET_ID,NODE_TYPE,IS_OUTLET,incremental_area_km2,upstream_area_km2,MERIT_UPA_KM2,log_incremental_area,log_upstream_area,mean_hillslope_flow_distance_m,mean_slope_deg,elevation_mean_m,elevation_std_m,drainage_density_km_per_km2,soil_log_ksat_0_30cm,soil_profile_depth_cm,forest_fraction,impervious_fraction,dem_valid_fraction,flow_distance_valid_fraction,cisc_valid_fraction,ksat_valid_fraction_min,pdep_valid_fraction,igbp_valid_fraction,CCAM_FALLBACK_USED,STATIC_QC
Q_611E2370,Q_611E2370_N0006,5,611E2370,SOURCE,0,10.08689974,10.08689974,10.07950974,2.405764207,2.405764207,954.9738092,7.915124183,108.1039572,12.70323018,0.4167144178,1.29484576,101.2999954,0,0.00856836844,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0007,6,611E2370,SOURCE,0,10.35723142,10.35723142,10.34966946,2.429854671,2.429854671,1142.240417,14.16650483,178.5465862,96.29328263,0.4122870931,1.051121771,103.5214233,0,0.03033727399,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0008,7,611E2370,CONFLUENCE,0,17.64640516,103.2704318,103.1948166,2.925653375,4.64698783,1055.342089,7.984634978,109.2118855,33.86897295,0.501806799,1.190602342,103.8213654,0,0.05135658915,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0009,8,611E2370,CONFLUENCE,0,19.26911414,132.6264457,132.5293579,3.009098256,4.895048188,944.5779733,10.21564506,117.4525932,44.8569653,0.7134668233,1.0975251,102.7972946,0,0.02624819018,1,1,1,1,1,1,0,ACCEPT
Q_611E2370,Q_611E2370_N0010,9,611E2370,OUTLET,1,13.13174316,145.7581889,145.6515045,2.648423555,4.988786259,841.2490243,7.502939888,94.04461515,16.47849087,0.5547714806,1.20050472,101.2877808,0,0.07538377193,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0001,0,611E2480,SOURCE,0,11.1479729,11.1479729,11.13954258,2.497162316,2.497162316,1055.292677,15.71020922,494.2566421,146.6699591,0.3607521416,1.284238597,103.0428543,0.06,0.07723970944,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0002,1,611E2480,SOURCE,0,10.38781744,10.38781744,10.37998772,2.432544139,2.432544139,1334.354074,28.60810613,565.4362115,164.0580077,0.2910204697,1.42935278,94.93307495,0.4081632653,0.01638633605,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0003,2,611E2480,CONFLUENCE,0,24.61804183,46.15383217,46.11899185,3.243296862,3.853415282,982.5101207,26.77286744,536.8689139,164.3234887,0.5343860116,1.465194424,95.60485077,0.2222222222,0.01889688951,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0004,3,611E2480,SOURCE,0,10.25874935,10.25874935,10.25101376,2.421145547,2.421145547,924.7126524,24.99859803,567.6740304,127.3837631,0.397914117,1.500829458,97.51307678,0.2371134021,0.01982108402,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0005,4,611E2480,SOURCE,0,11.53991384,11.53991384,11.5312233,2.528916665,2.528916665,927.6630697,26.97359337,514.2083907,139.6789798,0.5177013086,1.442939361,98.38646698,0.2752293578,0.01340712448,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0006,5,611E2480,SOURCE,0,10.11098172,10.11098172,10.10337448,2.407933963,2.407933963,918.4733486,17.68760342,432.4092729,89.0728323,0.4620527909,1.326609214,94.92845917,0,0.05131403118,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0007,6,611E2480,CONFLUENCE,0,8.875286805,65.14010069,65.0909729,2.290035354,4.19177523,943.9030872,20.30510514,367.263989,137.2044687,0.5691963548,1.09611541,95.12272644,0.04938271605,0.06180858622,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0008,7,611E2480,CONFLUENCE,0,8.558759997,85.23877453,85.1745224,2.257458011,4.457119897,793.0640704,18.5950556,305.1508198,102.183496,0.6452276264,1.373592973,94.11600494,0.05063291139,0.08336837679,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0009,8,611E2480,CONFLUENCE,0,25.41202208,120.909546,120.8184509,3.273819288,4.803279343,830.6964808,18.30386369,305.6857987,113.1749325,0.5858016317,1.450737814,96.33647919,0.01271186441,0.1225422468,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0010,9,611E2480,SOURCE,0,10.56965287,10.56965287,10.56172371,2.448385538,2.448385538,997.3413199,16.29367424,350.4407567,119.9933315,0.4159567481,1.438184241,95.27000427,0.009803921569,0.1012776831,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0011,10,611E2480,CONFLUENCE,0,6.106183894,137.5853827,137.481781,1.960965376,4.931486617,774.8227907,15.07518361,275.3039075,86.85022143,0.7977087337,1.421993395,100.0449982,0,0.1375552283,1,1,1,1,1,1,0,ACCEPT
Q_611E2480,Q_611E2480_N0012,11,611E2480,OUTLET,1,2.667024937,140.2524077,140.1468048,1.299380689,4.950548415,804.3191138,14.80878708,210.5125878,50.05091974,0.74645908,1.443960905,94.88800049,0,0.2107227689,1,1,1,1,1,1,0,ACCEPT
Q_611E2524,Q_611E2524_N0001,0,611E2524,SOURCE,0,10.16710426,10.16710426,10.15947247,2.412972337,2.412972337,1180.643561,21.10255407,314.243598,112.0826987,0.3619093334,1.387881994,101,0.1578947368,0.0269121813,1,1,1,1,1,1,0,ACCEPT
Q_611E2524,Q_611E2524_N0002,1,611E2524,SOURCE,0,16.84251629,16.84251629,16.82987785,2.881584165,2.881584165,1046.863296,20.35647164,275.8555434,86.72138673,0.3992250954,1.38795644,98.77166748,0.1614906832,0.03709048153,1,1,1,1,1,1,0,ACCEPT
Q_611E2524,Q_611E2524_N0003,2,611E2524,CONFLUENCE,0,26.75834825,53.7679688,53.72764969,3.323536633,4.003105512,832.9151306,16.76272067,233.6157788,71.77795744,0.5824225382,1.405925413,98.75293732,0.07661290323,0.05655743221,1,1,1,1,1,1,0,ACCEPT
Q_611E2524,Q_611E2524_N0004,3,611E2524,OUTLET,1,29.95088313,83.71885192,83.65615082,3.432401533,4.43933815,953.7950242,12.79336221,197.0147732,73.89557098,0.5776897415,1.404384196,98.01853943,0.02135231317,0.09123966942,1,1,1,1,1,1,0,ACCEPT
Q_611E2550,Q_611E2550_N0001,0,611E2550,SOURCE,0,10.2611812,10.2611812,10.2536211,2.42136152,2.42136152,1154.549336,15.81903113,170.7584747,78.84573027,0.3590892796,1.083103865,108.0184631,0.04166666667,0.009118008066,1,1,1,1,1,1,0,ACCEPT
Q_611E2550,Q_611E2550_N0002,1,611E2550,SOURCE,0,13.12871071,13.12871071,13.11905861,2.648208948,2.648208948,1020.96608,15.6686342,212.5128644,78.61227078,0.4587427271,1.105128825,107.2550049,0.01612903226,0.0117147359,1,1,1,1,1,1,0,ACCEPT
Q_611E2550,Q_611E2550_N0003,2,611E2550,CONFLUENCE,0,57.13821142,80.52810334,80.46882629,4.062823131,4.400947787,1011.85784,11.94773581,131.6887155,64.83038293,0.5841623436,1.169085066,102.3610764,0.01869158879,0.03436377387,1,1,1,1,1,1,0,ACCEPT
Q_611E2550,Q_611E2550_N0004,3,611E2550,OUTLET,1,2.475283031,83.00338637,82.94228363,1.245675923,4.430857112,885.9629585,12.5509528,89.97446225,29.95992984,0.6635158881,1.446900964,93.36000061,0,0.02869596803,1,1,1,1,1,1,0,ACCEPT
Q_611E2600,Q_611E2600_N0001,0,611E2600,SOURCE,0,10.05173329,10.05173329,10.04430199,2.402587274,2.402587274,1002.674246,12.59560197,122.2441723,48.82733453,0.378424167,1.020139188,99.98536682,0.03125,0.03616830797,1,1,1,1,1,1,0,ACCEPT
Q_611E2600,Q_611E2600_N0002,1,611E2600,OUTLET,1,54.71594586,64.76767915,64.71979523,4.020266387,4.186128519,1012.277256,7.751029833,83.62078122,26.46822244,0.5310149034,1.116449455,97.90435791,0,0.03608315242,1,1,1,1,1,1,0,ACCEPT
Q_611E2620,Q_611E2620_N0001,0,611E2620,SOURCE,0,13.21116552,13.21116552,13.20124054,2.65402796,2.65402796,1085.179318,12.81810235,101.9641985,40.52538782,0.4418718704,1.201607366,96.15473938,0.03174603175,0.02077232173,1,1,1,1,1,1,0,ACCEPT
Q_611E2620,Q_611E2620_N0002,1,611E2620,SOURCE,0,10.51502483,10.51502483,10.50712872,2.443652689,2.443652689,1072.467868,6.857896225,70.08590583,17.67769933,0.4808025913,1.324168166,95.48213196,0,0.02790379183,1,1,1,1,1,1,0,ACCEPT
Q_611E2620,Q_611E2620_N0003,2,611E2620,CONFLUENCE,0,17.50732042,41.23351077,41.20254135,2.918166352,3.743214,935.8781662,6.946287792,67.48966549,19.20119581,0.5529452447,1.103049676,97.46318817,0,0.03826766794,1,1,1,1,1,1,0,ACCEPT
Q_611E2620,Q_611E2620_N0004,3,611E2620,OUTLET,1,1.318505307,42.55201608,42.52005768,0.8409227137,3.773955996,528.8744239,5.491745718,51.48366274,12.16511744,1.303392254,1.408672611,93.36000061,0,0.03961748634,1,1,1,1,1,1,0,REVIEW_COARSE_SUPPORT
Q_611E2645,Q_611E2645_N0001,0,611E2645,SOURCE,0,10.34452159,10.34452159,10.33673573,2.428734948,2.428734948,1208.8205,5.158415377,77.71131393,13.5687538,0.3200431821,1.187781056,101.1393204,0,0.2397599791,1,1,1,1,1,1,0,ACCEPT
Q_611E2645,Q_611E2645_N0002,1,611E2645,OUTLET,1,24.3315418,34.67606339,34.64999771,3.232050331,3.574479971,1090.946367,3.793883323,55.77671056,14.13001938,0.5178612552,1.146478832,103.7727203,0,0.6085862324,1,1,1,1,1,1,0,ACCEPT
Q_61205550,Q_61205550_N0001,0,61205550,SOURCE,0,10.68127438,10.68127438,10.67292881,2.457987079,2.457987079,789.698129,27.45369635,534.1281034,146.3408086,0.4502524705,1.671231012,92.75199127,0.2254901961,8.421761833e-05,1,1,1,1,1,1,0,ACCEPT
Q_61205550,Q_61205550_N0002,1,61205550,SOURCE,0,10.05948655,10.05948655,10.05164337,2.403288571,2.403288571,674.203559,25.51110281,412.4672059,143.7854981,0.6224825257,1.502465943,94.04154968,0.3085106383,0.006979865772,1,1,1,1,1,1,0,ACCEPT
Q_61205550,Q_61205550_N0003,2,61205550,CONFLUENCE,0,54.69994171,75.44070264,75.38188171,4.0199791,4.336515311,847.8023136,24.01175727,387.5682099,155.603935,0.6556988473,1.436613162,91.88265991,0.4054580897,0.02212971799,1,1,1,1,1,1,0,ACCEPT
Q_61205550,Q_61205550_N0004,3,61205550,OUTLET,1,11.93394456,87.37464721,87.30654907,2.559855217,4.481585132,1099.749498,20.23736624,210.3970182,61.2142112,0.5844312083,1.011964043,98.66999817,0.1607142857,0.05727869595,1,1,1,1,1,1,0,ACCEPT
Q_612E1800,Q_612E1800_N0001,0,612E1800,SOURCE,0,11.04198969,11.04198969,11.033885,2.488399683,2.488399683,1008.189357,20.25386065,554.7393855,184.5528084,0.4698760929,1.532073756,95.42665863,0.05555555556,0.08882918092,1,1,1,1,1,1,0,ACCEPT
Q_612E1800,Q_612E1800_N0002,1,612E1800,SOURCE,0,10.31267017,10.31267017,10.30514336,2.425923352,2.425923352,1094.601372,23.40430659,559.7295125,144.0714716,0.2588936753,1.509388328,93.64691925,0.3232323232,0.04203366181,1,1,1,1,1,1,0,ACCEPT
Q_612E1800,Q_612E1800_N0003,2,612E1800,CONFLUENCE,0,33.05601675,54.41067662,54.37086105,3.52800672,4.014772294,951.7022544,22.25092273,532.7019208,183.1885632,0.5151602476,1.534770668,93.58691406,0.1987179487,0.05199684208,1,1,1,1,1,1,0,ACCEPT
Q_612E1800,Q_612E1800_N0004,3,612E1800,OUTLET,1,33.42783906,87.83851568,87.77415466,3.538865512,4.486820291,1040.420511,22.95501265,458.4379072,193.6380264,0.459164223,1.480551302,95.47704315,0.3084415584,0.0488902058,1,1,1,1,1,1,0,ACCEPT
Q_612E1810,Q_612E1810_N0001,0,612E1810,SOURCE,0,11.544162,11.544162,11.5356102,2.529255378,2.529255378,815.9633132,15.68912434,422.3414075,49.79790011,0.5334338416,1.382218122,84.05882263,0,0.01957725606,1,1,1,1,1,1,0,ACCEPT
Q_612E1810,Q_612E1810_N0002,1,612E1810,OUTLET,1,32.22228171,43.76644371,43.73408127,3.503220787,3.801458834,928.1916235,14.98768889,317.4202265,77.51116067,0.5187704779,1.385935545,98.03475952,0,0.06236384963,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0001,0,612E1900,SOURCE,0,13.44704155,13.44704155,13.43694592,2.670489657,2.670489657,849.8533867,29.28408383,586.3361447,140.7823981,0.5568882146,1.378480415,96.41999817,0.811023622,0.001004016064,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0002,1,612E1900,SOURCE,0,13.3330779,13.3330779,13.32306576,2.662570006,2.662570006,1154.57047,11.38133716,299.1872178,84.40501711,0.497155588,1.293205241,75.51058197,0,0.09198893163,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0003,2,612E1900,CONFLUENCE,0,17.38732686,44.16744631,44.13428497,2.91166167,3.810376613,950.1012745,8.367582178,295.2703703,110.2965899,0.8351922784,1.350370804,92.56135559,0.06790123457,0.2257747426,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0004,3,612E1900,SOURCE,0,13.13472902,13.13472902,13.12489986,2.64863482,2.64863482,1029.809864,28.09370364,700.289762,250.6975277,0.4516352505,1.497675061,92.02055359,0.856,0.009171800137,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0005,4,612E1900,SOURCE,0,13.29776391,13.29776391,13.28783512,2.660103155,2.660103155,1128.085741,26.21150003,795.2344302,338.4271058,0.4352172925,1.364077886,94.66333008,0.4920634921,0.00995328052,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0006,5,612E1900,CONFLUENCE,0,32.78270023,59.21519316,59.17092133,3.519948844,4.097924699,912.3692393,26.1579247,484.3196368,155.4925489,0.6491525784,1.167179664,98.61452484,0.4448160535,0.01483883378,1,1,1,1,1,1,0,ACCEPT
Q_612E1900,Q_612E1900_N0007,6,612E1900,OUTLET,1,47.19772263,150.5803621,150.4675751,3.875311772,5.021115927,1064.641934,15.54071633,324.1067543,103.6193949,0.5649216818,1.160285433,96.72467804,0.2366071429,0.1190535207,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0001,0,612E1950,SOURCE,0,10.79357944,10.79357944,10.78563118,2.467555268,2.467555268,1035.19114,15.62286851,385.2328902,143.3898551,0.5751007398,1.144722064,96.06845093,0,0.08162243365,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0002,1,612E1950,SOURCE,0,13.60213718,13.60213718,13.59214973,2.6811679,2.6811679,1437.050064,20.15494193,579.8381688,200.0707892,0.361510216,1.531563719,92.96263123,0,0.02915316983,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0003,2,612E1950,SOURCE,0,13.20300694,13.20300694,13.19333172,2.653453699,2.653453699,905.8451536,26.53007452,686.9010287,187.8104366,0.4838458557,1.595870952,93.28646851,0.4921875,0.01172860552,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0004,3,612E1950,CONFLUENCE,0,13.94369077,40.7488349,40.71893311,2.704289189,3.731671544,1207.166225,22.73879386,566.5908977,258.2073646,0.5500839439,1.471842746,93.78110504,0.375,0.04507296913,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0005,4,612E1950,CONFLUENCE,0,36.45053225,87.99294658,87.92823792,3.623020922,4.488557115,1007.356712,18.65504926,411.9118455,179.000484,0.6238467428,1.238730927,97.02081299,0.2238372093,0.07244623324,1,1,1,1,1,1,0,ACCEPT
Q_612E1950,Q_612E1950_N0006,5,612E1950,OUTLET,1,2.353798811,90.34674539,90.28030396,1.210093677,4.514662654,842.3538138,13.35881262,246.3118705,24.20798444,0.647145789,1.277393123,94.31249237,0,0.1110263258,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0001,0,612E2390,SOURCE,0,13.49488865,13.49488865,13.48444748,2.67379608,2.67379608,801.7476595,25.8821079,734.5894185,117.1329881,0.5501858058,1.619599581,90.55187988,0.6717557252,0.003739565943,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0002,1,612E2390,SOURCE,0,10.28445615,10.28445615,10.27651024,2.423426217,2.423426217,1073.315656,26.73239702,715.5318012,95.11012635,0.2980409787,1.621529023,90.32846069,0.9072164948,0.002622148414,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0003,2,612E2390,CONFLUENCE,0,32.01547062,55.79481542,55.75169373,3.496976258,4.039445044,828.2467149,28.67415691,627.5895942,144.3170272,0.5835614927,1.648902774,91.89022064,0.9197324415,0.003318521852,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0004,3,612E2390,SOURCE,0,17.43177006,17.43177006,17.41835403,2.91407581,2.91407581,951.0212078,26.43867229,586.519313,93.26421285,0.4438445821,1.685199281,92.29000092,0.7454545455,0.008060765773,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0005,4,612E2390,SOURCE,0,12.11515755,12.11515755,12.10582161,2.573768626,2.573768626,896.9458458,29.1278933,809.8987262,160.4305647,0.4112196711,1.529784103,89.07249451,0.814159292,0.001263846554,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0006,5,612E2390,CONFLUENCE,0,3.094621956,32.64154957,32.61641312,1.409674395,3.515761897,395.292121,31.62850169,584.2694035,120.7272574,1.162081515,1.647221347,93.36800385,0.962962963,0.001742666279,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0007,6,612E2390,CONFLUENCE,0,25.50794383,113.9443088,113.856369,3.277444455,4.74444774,861.8235883,29.94444132,640.1396796,202.8918801,0.6066829005,1.643218795,92.05236053,0.8765432099,0.00331909184,1,1,1,1,1,1,0,ACCEPT
Q_612E2390,Q_612E2390_N0008,7,612E2390,OUTLET,1,17.12040768,131.0647165,130.9635925,2.897038799,4.883292079,1113.902983,25.40754328,418.6002178,118.5474382,0.5186228229,1.663135091,93.36799622,0.5159235669,0.02621762202,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0001,0,612E2460,SOURCE,0,10.32880775,10.32880775,10.32074451,2.42734884,2.42734884,1024.851258,27.30861014,559.0722207,118.3569854,0.3497764438,1.664799074,92.34500885,0.1632653061,0.001045842775,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0002,1,612E2460,SOURCE,0,14.15758836,14.15758836,14.1465435,2.718501288,2.718501288,935.469902,25.78540595,541.0045765,127.1234597,0.4008807859,1.635321975,91.8089447,0.5597014925,0.001526038024,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0003,2,612E2460,SOURCE,0,10.07910039,10.07910039,10.07126713,2.405060486,2.405060486,1006.287275,26.98862742,368.6732868,111.0747934,0.4239610856,1.596355875,93.6906662,0.5869565217,0.001070663812,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0004,3,612E2460,CONFLUENCE,0,21.96268844,46.19937719,46.16340637,3.133870657,3.854380697,769.9128885,27.73876294,403.1321213,140.180581,0.5876637693,1.433696091,94.83537292,0.5436893204,0.00319685233,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0005,4,612E2460,CONFLUENCE,0,33.19514959,89.72333453,89.6534729,3.532083809,4.507814596,877.6066798,25.30696346,376.6728714,142.2843024,0.5703992089,1.429210305,95.41303253,0.4049844237,0.01141694915,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0006,5,612E2460,SOURCE,0,10.04289476,10.04289476,10.03509521,2.401787213,2.401787213,975.6604854,20.64998619,305.2650373,140.6173257,0.4378613256,1.277006706,96.0991745,0.2580645161,0.03796561605,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0007,6,612E2460,CONFLUENCE,0,9.531300281,109.2975296,109.2124786,2.354351802,4.703181529,1098.371598,15.29479168,198.2465533,82.25621137,0.5151536973,1.188133816,96.76307678,0.06666666667,0.1281954533,1,1,1,1,1,1,0,ACCEPT
Q_612E2460,Q_612E2460_N0008,7,612E2460,OUTLET,1,5.754323355,115.0518529,114.9623413,1.910182797,4.754037099,1001.427071,20.80423259,203.0658112,75.1270931,0.6385563446,1.127854904,97.83874512,0.1851851852,0.03486009067,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0001,0,612E2600,SOURCE,0,11.41300572,11.41300572,11.40421009,2.518744772,2.518744772,982.5381852,28.20455246,354.3396513,118.0872691,0.3652378484,1.438374718,94.46250153,0.5909090909,0.01136094675,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0002,1,612E2600,SOURCE,0,12.75345377,12.75345377,12.7436533,2.621289976,2.621289976,811.7179954,27.72015692,459.7837346,96.29620026,0.5360984491,1.587569912,92.67501068,0.6363636364,0.0009181439367,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0003,2,612E2600,SOURCE,0,10.21437634,10.21437634,10.20656013,2.417196557,2.417196557,949.3482871,28.37053026,603.6761452,131.6486952,0.4018511501,1.601616959,90.77999878,0.2395833333,0.001233588862,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0004,3,612E2600,SOURCE,0,10.1866034,10.1866034,10.1788187,2.414716938,2.414716938,975.841928,27.10838238,526.2851147,89.83016472,0.4642626908,1.615436792,92.86750031,0.6315789474,0.001590808661,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0005,4,612E2600,CONFLUENCE,0,18.91149934,39.31247908,39.28241348,2.991297421,3.696661075,1007.370618,27.08431726,500.2485461,121.5306929,0.560013766,1.558587511,92.86749268,0.4888888889,0.006470952086,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0006,5,612E2600,CONFLUENCE,0,77.7530114,129.8189442,129.7193146,4.366316517,4.873814262,880.5224932,27.61994799,396.9723273,140.5402738,0.5950903066,1.427922706,94.17098236,0.4795640327,0.01636574074,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0007,6,612E2600,CONFLUENCE,0,12.56560603,153.797556,153.6794434,2.607537621,5.042118173,794.2695245,22.24514171,227.512424,75.64662186,0.7661395121,1.092692057,97.21176147,0.1551724138,0.02991269501,1,1,1,1,1,1,0,ACCEPT
Q_612E2600,Q_612E2600_N0008,7,612E2600,OUTLET,1,0.218836215,154.0163922,153.8981171,0.1978964813,5.043530868,447.9069858,7.513760205,136.0049512,27.30486879,1.337696025,1.052770634,98.66999817,0,0.3733905579,1,1,1,1,1,1,0,REVIEW_COARSE_SUPPORT
Q_612E2820,Q_612E2820_N0001,0,612E2820,SOURCE,0,12.40451302,12.40451302,12.39492893,2.595591443,2.595591443,909.6553176,26.70927161,457.4564366,143.5434215,0.5423984499,1.397468726,95.26646423,0.4273504274,0.0008718395815,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0002,1,612E2820,SOURCE,0,11.71264947,11.71264947,11.70361042,2.542597519,2.542597519,918.6911697,25.40476439,384.9204441,175.3104266,0.5376773451,1.397859116,94.88287354,0.009345794393,0.01873896014,1,1,1,1,0.9333333333,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0003,2,612E2820,SOURCE,0,14.73942721,14.73942721,14.72805691,2.756168851,2.756168851,1009.352569,28.80578152,410.7452951,154.057387,0.4964843383,1.188866695,97.39632416,0.1678832117,0.01057004949,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0004,3,612E2820,SOURCE,0,11.44741606,11.44741606,11.43861866,2.521513056,2.521513056,1044.647005,27.94557137,487.6421184,132.4141974,0.4475846246,1.578034699,94.17570496,0.5462962963,0,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0005,4,612E2820,SOURCE,0,10.277452,10.277452,10.26955605,2.422805334,2.422805334,1142.126386,26.78869922,377.664696,92.17975114,0.3071442301,1.314621548,96.43070984,0.170212766,0.01637048061,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0006,5,612E2820,SOURCE,0,10.80004808,10.80004808,10.79175949,2.468103606,2.468103606,1023.690743,24.86169219,359.339078,131.4567194,0.3819519882,1.374691367,95.21284485,0.1238095238,0.03764784275,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0007,6,612E2820,CONFLUENCE,0,17.60521041,38.68271048,38.65297318,2.923441671,3.680915589,922.5204543,26.50934267,331.017185,117.1708088,0.5723245353,1.258910159,96.71620178,0.05389221557,0.02453109828,1,1,1,1,1,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0008,7,612E2820,CONFLUENCE,0,19.74187548,73.16401317,73.10771179,3.032154627,4.306279035,824.3708241,23.90923287,289.8731752,115.5509921,0.7200213007,1.172718505,97.05667877,0.06417112299,0.04839371155,1,1,1,1,0.9642857143,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0009,8,612E2820,CONFLUENCE,0,11.37646825,96.25313089,96.17903137,2.515796948,4.577317176,1061.896267,22.74083528,251.3775805,85.73381623,0.4711346117,1.180960735,96.73400116,0.2110091743,0.009897070467,1,1,1,1,0.7142857143,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0010,9,612E2820,CONFLUENCE,0,7.594487497,115.2950344,115.2062912,2.151121009,4.756130363,791.9201653,23.71468768,295.6742135,121.4029932,0.8099058317,1.226227899,97.05667114,0.2361111111,0.00568855179,1,1,1,1,0.9,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0011,10,612E2820,CONFLUENCE,0,19.23876282,146.9383103,146.8251495,3.007599717,4.996795365,934.605238,22.21179522,277.2390691,122.5044721,0.5293257243,1.099915147,98.11153412,0.2722222222,0.01323171872,1,1,1,1,0.9285714286,1,0,ACCEPT
Q_612E2820,Q_612E2820_N0012,11,612E2820,OUTLET,1,30.10286755,177.0411778,176.9047699,3.437300019,5.18201486,1184.955266,16.85554488,200.2704059,110.3644646,0.4846114486,1.064133575,97.61974335,0.04195804196,0.04789254839,1,1,1,1,1,1,0,ACCEPT
Q_61304550,Q_61304550_N0001,0,61304550,SOURCE,0,12.83101878,12.83101878,12.82220459,2.626913807,2.626913807,1054.952579,19.88455544,473.464094,72.61683327,0.3762723491,1.539573749,93.90176392,0.2820512821,0.0008412787437,1,1,1,1,1,1,0,ACCEPT
Q_61304550,Q_61304550_N0002,1,61304550,OUTLET,1,3.816987855,16.64800663,16.63656998,1.572148806,2.870622838,577.8515571,20.97376173,445.8126209,97.62555621,0.7984678089,1.266901354,96.73399353,0.1315789474,0.006611570248,1,1,1,1,1,1,0,ACCEPT
Q_61309200,Q_61309200_N0001,0,61309200,SOURCE,0,10.63932741,10.63932741,10.6316452,2.454389658,2.454389658,951.8472247,27.02526503,1000.534872,157.3370023,0.2838594854,1.52008905,89.60307312,0.4158415842,0.01980030462,1,1,1,1,1,1,0,ACCEPT
Q_61309200,Q_61309200_N0002,1,61309200,OUTLET,1,20.25116821,30.89049562,30.86815453,3.056411869,3.462308022,846.5721973,20.09248937,735.6582337,131.9029784,0.6268868062,1.496596972,91.70518494,0.04787234043,0.02709906708,1,1,1,1,1,1,0,ACCEPT
